name,location,Date,Rating,Review,Image_Links,clean_text
Michael,"Shanghai, Other","Reviewed May 8, 2012",1.0,Think you have it bad? I will never go to Starbucks in Shanghai again. The clerk dropped the food on the floor and still handed it to me. She refused to exchange it for fresh ones (muffin and sandwich).,['No Images'],think you have it bad i will never go to starbucks in shanghai again the clerk dropped the food on the floor and still handed it to me she refused to exchange it for fresh ones muffin and sandwich
Jenny,"Hamilton, OH","Reviewed April 28, 2012",2.0,"I love Starbucks and your service is always great! Though I think it is silly when I pull up to the drive-thru and see one of your employees with a band-aid over her nose ring. Really? That draws more attention to it and looks silly. Let your employees be able to show their studs. Also, I was at another Starbucks a few days ago and ordered the turkey sandwich. I was told they were closing in 5 minutes and the ovens were turned off. Dumb!",['No Images'],i love starbucks and your service is always great though i think it is silly when i pull up to the drivethru and see one of your employees with a bandaid over her nose ring really that draws more attention to it and looks silly let your employees be able to show their studs also i was at another starbucks a few days ago and ordered the turkey sandwich i was told they were closing in minutes and the ovens were turned off dumb
Tony,"Woodbridge , ON","Reviewed April 17, 2012",1.0,"My wife and I were at the Starbucks location at Bay St. and Cumberland here in Toronto. We are loyal customers, but this particular day, Saturday, April 14, 20012, was not very pleasant. I was pick-pocketed. My wallet was gone. I know it’s not your fault, but it’s easy target where your seats are at one point being very narrow. Hoards of people collect at one time and that’s where it happened. We truly enjoy your espressos and cappuccinos. Unfortunately, because of this incident, we will not be returning to this location and we will be informing our friends to be vigilant when going there. This was very unfortunate.  ",['No Images'],my wife and i were at the starbucks location at bay st and cumberland here in toronto we are loyal customers but this particular day saturday april was not very pleasant i was pickpocketed my wallet was gone i know its not your fault but its easy target where your seats are at one point being very narrow hoards of people collect at one time and thats where it happened we truly enjoy your espressos and cappuccinos unfortunately because of this incident we will not be returning to this location and we will be informing our friends to be vigilant when going there this was very unfortunate
Janie ,"Bellevue, NE","Reviewed April 15, 2012",2.0,"I have never been as dissatisfied with Starbucks. I am a regular. Every day, I purchase coffee - and sometimes twice a day. Every once in while, I purchased the large Frappuccino and have it split it into 2 small cups. However, this time the new girl refused to do it. She was very rude. I don’t know what her problem was and why she took her unhappiness out on me and my young child. All I know is that my daughter started crying. I have never had this problem in the Bellevue, NE location. This girl should not be working at Starbucks from what my daughter says. Other than this unhappy girl, the service has always been excellent. Please address this situation.",['No Images'],i have never been as dissatisfied with starbucks i am a regular every day i purchase coffee and sometimes twice a day every once in while i purchased the large frappuccino and have it split it into small cups however this time the new girl refused to do it she was very rude i dont know what her problem was and why she took her unhappiness out on me and my young child all i know is that my daughter started crying i have never had this problem in the bellevue ne location this girl should not be working at starbucks from what my daughter says other than this unhappy girl the service has always been excellent please address this situation
Ruby,"San Antonio, TX","Reviewed April 8, 2012",2.0,"tried everything to make it right. Still, nothing worked. First, I want to say that the same cup of coffee is being served more in Texas than in California. And it's not in just some spots, it's mostly all over Texas! Why do these people make less per hour in Texas when they actually charge more? And this is the sad part. I pay more for a bad cup of coffee for over five months that I've been back in Texas. I can't get a Caramel Macchiato that is worth drinking even if my life depends on it. I have gone to five different locations, but I give up. I was willing to pay to have a tasty cup of coffee even though I thought the price was too high!",['No Images'],tried everything to make it right still nothing worked first i want to say that the same cup of coffee is being served more in texas than in california and its not in just some spots its mostly all over texas why do these people make less per hour in texas when they actually charge more and this is the sad part i pay more for a bad cup of coffee for over five months that ive been back in texas i cant get a caramel macchiato that is worth drinking even if my life depends on it i have gone to five different locations but i give up i was willing to pay to have a tasty cup of coffee even though i thought the price was too high
Brett ,"Lake forest, ca","Reviewed April 8, 2012",1.0,"April 1, 2012. It was a Sunday afternoon and at around 3 pm, my girlfriend and I decided to get Starbucks. We went to the drive through to order mocha frap for me and caramel frap for my girlfriend as usual. After we drove away from the coffee shop, I took a sip of my mocha frap - I felt something in my mouth. I immediately thought it was a piece of paper from the straw, but when I pulled it out, I couldn't believe it - it was a hair ball that I just pulled out of my mouth. I was disgusted and freaked out. I tried to ignore it, but I couldn’t. ",['No Images'],april it was a sunday afternoon and at around pm my girlfriend and i decided to get starbucks we went to the drive through to order mocha frap for me and caramel frap for my girlfriend as usual after we drove away from the coffee shop i took a sip of my mocha frap i felt something in my mouth i immediately thought it was a piece of paper from the straw but when i pulled it out i couldnt believe it it was a hair ball that i just pulled out of my mouth i was disgusted and freaked out i tried to ignore it but i couldnt
Toni,"Bolton, ON","Reviewed April 7, 2012",2.0,"I was at a Starbucks in Kleinburg, Ontario. I was very unhappy that I was told that I could not have my mozzarella and spinach panini. It could not be warmed up because the machines were all being cleaned. The time was 9:26 pm and they close at 10 pm. I had to take my panini home, which was a 25-minute drive from there. I was not happy at all. I am a paying customer and I should be able to have a panini warmed up even at 9:55 pm. It shouldn't be my problem that the employees would like to be home by 10:05 pm. I hope this doesn’t happen again and that I can be compensated for this issue. Thank you for your time.  ",['No Images'],i was at a starbucks in kleinburg ontario i was very unhappy that i was told that i could not have my mozzarella and spinach panini it could not be warmed up because the machines were all being cleaned the time was pm and they close at pm i had to take my panini home which was a minute drive from there i was not happy at all i am a paying customer and i should be able to have a panini warmed up even at pm it shouldnt be my problem that the employees would like to be home by pm i hope this doesnt happen again and that i can be compensated for this issue thank you for your time
Nancy,"Chicago, IL","Reviewed April 6, 2012",2.0,"On two occasions, I placed an order for a toasted bagel with cream cheese. First time, I placed my order and proceeded to the cashier and paid (line was long). When I returned, there were 2 orders already on the counter (morning crowd) and I thought one of them was mine. The young lady yanked it from my hand and said it was not mine and my bagel order was not even started. Second time, I requested a multi-grain bagel and was told that they were out by the cashier. Another person pointed to the display case and said ""whatever is there is what we have"". Okay, so I asked for a plain bagel. When she handed me the bag, I looked inside to behold there was a multi-grain bagel. She did not even acknowledge that they were both mistaken or said ""we have one after all"". This Starbucks is located in the building where I work and I find it very convenient, but a couple of the staff there are particularly rude or don't care. Thank you.",['No Images'],on two occasions i placed an order for a toasted bagel with cream cheese first time i placed my order and proceeded to the cashier and paid line was long when i returned there were orders already on the counter morning crowd and i thought one of them was mine the young lady yanked it from my hand and said it was not mine and my bagel order was not even started second time i requested a multigrain bagel and was told that they were out by the cashier another person pointed to the display case and said whatever is there is what we have okay so i asked for a plain bagel when she handed me the bag i looked inside to behold there was a multigrain bagel she did not even acknowledge that they were both mistaken or said we have one after all this starbucks is located in the building where i work and i find it very convenient but a couple of the staff there are particularly rude or dont care thank you
Stacy ,"Yonkers, NY","Reviewed April 6, 2012",1.0,"I went into Starbucks and ordered a milk, brownie, frap, and blueberry muffin on April 6, 2012 at 9:55 am. The cashier was not very friendly. I left. When I got home, I noticed she forgot my muffin and I drove all the way back to the store. I let the cashier (Tahisha) know that she forgot my muffin and she looked at me like it was my fault. When she went to grab the muffin (there were only 2 left), I asked her for the one towards the front, to which she let out a loud sigh. She gave me the muffin without saying a word the whole time I was there, without an ""I'm sorry"" and not even a ""Here you go.” I took my muffin in silence and did not say, ""Thank you.” ",['No Images'],i went into starbucks and ordered a milk brownie frap and blueberry muffin on april at am the cashier was not very friendly i left when i got home i noticed she forgot my muffin and i drove all the way back to the store i let the cashier tahisha know that she forgot my muffin and she looked at me like it was my fault when she went to grab the muffin there were only left i asked her for the one towards the front to which she let out a loud sigh she gave me the muffin without saying a word the whole time i was there without an im sorry and not even a here you go i took my muffin in silence and did not say thank you
John,"Ponte vedra beach, fl","Reviewed March 25, 2012",1.0,"My wife went in to get two coffees. She must have picked up the wrong one that was mine. We left and went 5 miles down the road when I found out I got the wrong one, I went back and told your employee, **, I did not get what my order was so he proceeded to tell me I should have looked at the name on the cup and that was the way it was. I said, ""Don't you think you owe me an apology for their mistake?"" He said he owed me nothing and told me to leave the store. We have been going to that location since it has been opened. We spend on the average $200 to $300 per month with Starbucks. Needles to say, that came to a halt as of today. The store is at 2 Fairfield Blvd., Ponte Vedra Beach. ** is your great employee of the year. I will be calling your store manager tomorrow.",['No Images'],my wife went in to get two coffees she must have picked up the wrong one that was mine we left and went miles down the road when i found out i got the wrong one i went back and told your employee i did not get what my order was so he proceeded to tell me i should have looked at the name on the cup and that was the way it was i said dont you think you owe me an apology for their mistake he said he owed me nothing and told me to leave the store we have been going to that location since it has been opened we spend on the average to per month with starbucks needles to say that came to a halt as of today the store is at fairfield blvd ponte vedra beach is your great employee of the year i will be calling your store manager tomorrow
Crystal,"New York, NY","Reviewed March 25, 2012",1.0,"I went to my corner Starbucks at #7612, 1st Ave. & 60th street in NY. As usual, no smiles from the morning crew. But today, a particularly rude cashier by the name of ** had the nerve to interrupt my conversation with the person behind me when I told that person that this was the worst Starbucks in the neighborhood. He espoused very sarcastically how sorry he was and proceeded to talk back to me all the way through my transaction. The girl working behind him was using her cell phone while working, and the others were looking cross at every customer that walked in. Absolutely the worst customer service! This is sad. I have already complained to their management, but it seems that Starbucks has a monopoly here in NYC as they are literally on every corner!",['No Images'],i went to my corner starbucks at st ave th street in ny as usual no smiles from the morning crew but today a particularly rude cashier by the name of had the nerve to interrupt my conversation with the person behind me when i told that person that this was the worst starbucks in the neighborhood he espoused very sarcastically how sorry he was and proceeded to talk back to me all the way through my transaction the girl working behind him was using her cell phone while working and the others were looking cross at every customer that walked in absolutely the worst customer service this is sad i have already complained to their management but it seems that starbucks has a monopoly here in nyc as they are literally on every corner
Vicki,"Portland, OR","Reviewed March 18, 2012",1.0,"I have been coming to the Starbucks at 1503 NE MLK Blvd, Portland, OR for 7 years. It used to be my favorite part of the day. I chose this particular Starbucks because I could come and have a quiet time in a comfortable chair, to rejuvenate and forget the world in a book. But recently, the manager started engaging me in conversations about my day. It was nice at first, but then I noticed that the employees were laughing when I walked in and I heard them talking about me. ",['No Images'],i have been coming to the starbucks at ne mlk blvd portland or for years it used to be my favorite part of the day i chose this particular starbucks because i could come and have a quiet time in a comfortable chair to rejuvenate and forget the world in a book but recently the manager started engaging me in conversations about my day it was nice at first but then i noticed that the employees were laughing when i walked in and i heard them talking about me
Maggie,"Los Angeles, CA","Reviewed March 17, 2012",2.0,"I always like to get a coffee like around 7 p.m. to 8 p.m. It seems that every time I go to this Starbucks located at 3853 E. 3rd street Los Angeles, CA, they never have the cinnamon swirl coffee cake. I have been going to this Starbucks because it is closer to home and I have try to go a little earlier to see if maybe they just run out of this bread because it might be popular. But even that I always get no answer when I want to purchase this bread. This is not the first time that has happened to me! I am a manager of a fast food place and I know that customer service is really important as well as quality product. Hopefully, you guys can do something about this or I will have to stop going to Starbucks!",['No Images'],i always like to get a coffee like around pm to pm it seems that every time i go to this starbucks located at e rd street los angeles ca they never have the cinnamon swirl coffee cake i have been going to this starbucks because it is closer to home and i have try to go a little earlier to see if maybe they just run out of this bread because it might be popular but even that i always get no answer when i want to purchase this bread this is not the first time that has happened to me i am a manager of a fast food place and i know that customer service is really important as well as quality product hopefully you guys can do something about this or i will have to stop going to starbucks
MaryJane,"Santa ana, CA","Reviewed March 14, 2012",2.0,"I ordered a lemon cake. I sat down and discovered it was hard and old. I went back to return it and the girl said, ""All the cake is the same.” I said, ""May I please have a fresh slice? I don't believe that they are all the same.” She got mad and took the tongs, scraping off the frosting, and stuffed the cake in the bag. Then, she began to talk about me to another employee. Bad customer service. Very rude.",['No Images'],i ordered a lemon cake i sat down and discovered it was hard and old i went back to return it and the girl said all the cake is the same i said may i please have a fresh slice i dont believe that they are all the same she got mad and took the tongs scraping off the frosting and stuffed the cake in the bag then she began to talk about me to another employee bad customer service very rude
Dale ,"Grass Valley, CA","Reviewed March 13, 2012",2.0,"On 3/12, my wife went to the Starbucks on Highway 20 in Yuba City and ordered a granda and a venita Vanilla Chai Tea, both drinks were too hot to drink for almost 45 minutes. By this time, we were 35 miles away, and once we could drink them, we found that there was no vanilla. We would have taken it back if we were not so far from the store. My wife also had an apple fritter that was hard as steel.",['No Images'],on my wife went to the starbucks on highway in yuba city and ordered a granda and a venita vanilla chai tea both drinks were too hot to drink for almost minutes by this time we were miles away and once we could drink them we found that there was no vanilla we would have taken it back if we were not so far from the store my wife also had an apple fritter that was hard as steel
Scott,"Elk grove , CA","Reviewed March 9, 2012",1.0,"I came in and ordered a tall caffe latte with soy. I waited for over 15 minutes and I had to leave without my drink. I have never had this happen. Very unhappy. This was in Ukiah, California, about 7:20 in the morning.",['No Images'],i came in and ordered a tall caffe latte with soy i waited for over minutes and i had to leave without my drink i have never had this happen very unhappy this was in ukiah california about in the morning
Armando,"Worcester, ma","Reviewed March 7, 2012",2.0,"I have been purchasing pods from Auburn Starbucks store five per week for years. For the past three weeks sold out or manager not placing order, this morning I walked in and got a dirty look like I was inconveniencing them that they did not have the pods.",['No Images'],i have been purchasing pods from auburn starbucks store five per week for years for the past three weeks sold out or manager not placing order this morning i walked in and got a dirty look like i was inconveniencing them that they did not have the pods
Linda,"Chino, CA","Reviewed March 7, 2012",2.0,"I ordered two VT drinks, both were not how I ordered them. I was in a drive thru, could not go back. Very unhappy. Store#9627, Ontario.",['No Images'],i ordered two vt drinks both were not how i ordered them i was in a drive thru could not go back very unhappy store ontario
Philip,"Houston, tx","Reviewed March 4, 2012",1.0,"I was a regular Starbucks customer for three years in a row, but this store (number 6723) went downhill, and the manager was rude to me twice, in front of customer, and employees (she won’t apologize).  The district manager (Jean **) argued with me.  She won’t apologize, and the regional manager (Gus **) is a pompous, arrogant **, and he did not believe me, and that fool won’t help me.  I am thinking about telling my friends and relatives to quit going to Starbucks, unless someone helps me.",['No Images'],i was a regular starbucks customer for three years in a row but this store number went downhill and the manager was rude to me twice in front of customer and employees she wont apologize the district manager jean argued with me she wont apologize and the regional manager gus is a pompous arrogant and he did not believe me and that fool wont help me i am thinking about telling my friends and relatives to quit going to starbucks unless someone helps me
Lois,"Washington Island, WI","Reviewed March 3, 2012",2.0,"Weak coffee - My husband and I ordered a bold coffee. It took at least five minutes to get 2 coffees. We noticed she was pouring hot water over the grounds. We questioned it because I have never had a coffee done like that. It was a new way they do it she said. We were traveling and tasted it about 5 minutes after we got it. We were on a tight schedule. We should have turned around. There was no coffee flavor at all. We go to Starbucks often. I would like to be reimbursed. The shop is in New Berlin, WI on Moorland Ave.",['No Images'],weak coffee my husband and i ordered a bold coffee it took at least five minutes to get coffees we noticed she was pouring hot water over the grounds we questioned it because i have never had a coffee done like that it was a new way they do it she said we were traveling and tasted it about minutes after we got it we were on a tight schedule we should have turned around there was no coffee flavor at all we go to starbucks often i would like to be reimbursed the shop is in new berlin wi on moorland ave
Dixie,"Frederick, MD","Reviewed Feb. 29, 2012",2.0,"I ordered a grande tea and they used only one tea bag, the same as a tall tea. What is the extra charge for in the grande size? Water? Come on, give me a break.",['No Images'],i ordered a grande tea and they used only one tea bag the same as a tall tea what is the extra charge for in the grande size water come on give me a break
Gina,"Fresno, CA","Reviewed Feb. 28, 2012",3.0,I order the same things at many Starbucks in California. This is the only Starbucks that charges me more for the same product. I always order a grande Americano with steamed breve. I'm charged 65 cents more. I'm told it's everything from the breve to the labor. Everywhere else it's $2.55.,['No Images'],i order the same things at many starbucks in california this is the only starbucks that charges me more for the same product i always order a grande americano with steamed breve im charged cents more im told its everything from the breve to the labor everywhere else its
Nathan,"Hong Kong, Other","Reviewed Feb. 27, 2012",1.0,"I purchased a ham tomato and cheese sandwich from a Starbucks in Hong Kong. The sandwich I bought looked great in the display cabinet, three layers of the advertised bits promising to be as delicious as I was hungry.",['No Images'],i purchased a ham tomato and cheese sandwich from a starbucks in hong kong the sandwich i bought looked great in the display cabinet three layers of the advertised bits promising to be as delicious as i was hungry
Doaa,"Dokki Giza Egypt, NY","Reviewed Feb. 26, 2012",1.0,"My iPad was stolen from Starbucks Egypt (Soil Man Abaya branch) while being there on Friday, Feb. 24th. around 5 p.m. While I was sitting and studying. Upon asking the manager to retrieve the camera, he answered that they don't have a camera! I'm so disappointed as it has got all my data and work. Also I should be sitting in a reputable place.",['No Images'],my ipad was stolen from starbucks egypt soil man abaya branch while being there on friday feb th around pm while i was sitting and studying upon asking the manager to retrieve the camera he answered that they dont have a camera im so disappointed as it has got all my data and work also i should be sitting in a reputable place
Angelica,"Summerville, SC, SC","Reviewed Feb. 23, 2012",1.0,"I had accidentally set my alarm the night before an early school morning for 9:30 instead of 8:30. Running late, feeling frazzled and rather hungry, I decided it wouldn't be an issue because I stop at the Starbucks by my school campus every Tuesday and Thursday morning and had been checking out their breakfast selection on my last visit there. ",['No Images'],i had accidentally set my alarm the night before an early school morning for instead of running late feeling frazzled and rather hungry i decided it wouldnt be an issue because i stop at the starbucks by my school campus every tuesday and thursday morning and had been checking out their breakfast selection on my last visit there
Haley,"Cheney, WA","Reviewed Feb. 21, 2012",2.0,"I work as a Starbucks, Safeway employee; and I have recently gotten the job. There are no benefits at all. At a normal Starbucks, they get a pound of coffee a week, and I don't get any discounts. I get none of that, and I don't even get discounts on drinks. I find this unfair to all Starbucks, Safeway employees. I need to know why we don't get benefits just because I work in Safeway.",['No Images'],i work as a starbucks safeway employee and i have recently gotten the job there are no benefits at all at a normal starbucks they get a pound of coffee a week and i dont get any discounts i get none of that and i dont even get discounts on drinks i find this unfair to all starbucks safeway employees i need to know why we dont get benefits just because i work in safeway
Steven,"Beverly Hills, CA","Reviewed Feb. 19, 2012",1.0,"I visit a lot of Starbucks. I like the atmosphere, and the people are really nice to me. That was until I went to the Starbucks on 749 Lincoln Road, Miami Beach, FL. I went in at around 7:30 AM, and it wasn't very busy. I was the only person in line. The male barista greeted me, and I asked for a tall cup of hot water, because I had a VIA (that I actually bought from that Starbucks, two days prior). He said sure, and he went over to pour the hot water and said (in a very snappy tone) ""I'll give you a small cup"". At first I thought she was offering me a small cup, because that's the size that's recommended with a VIA. So I said, ""oh no, can you please give me a tall one, because it's too strong in a small cup"".",['No Images'],i visit a lot of starbucks i like the atmosphere and the people are really nice to me that was until i went to the starbucks on lincoln road miami beach fl i went in at around am and it wasnt very busy i was the only person in line the male barista greeted me and i asked for a tall cup of hot water because i had a via that i actually bought from that starbucks two days prior he said sure and he went over to pour the hot water and said in a very snappy tone ill give you a small cup at first i thought she was offering me a small cup because thats the size thats recommended with a via so i said oh no can you please give me a tall one because its too strong in a small cup
Deborah,"Bellevue, WA","Reviewed Feb. 18, 2012",1.0,"I just recently moved to Renton Washington and have never had poor made drinks when going to other Starbucks. First, my drink is Venti Iced Mocha, with half of one pump mocha, no whip. From the time I started going to this Starbucks, they have but once got my simple drink order right, plus they charge me the whole mocha price, when everywhere else charges me a Latte price. Every time they mess up my simple drink, it is me having to wait and wait with no sorry, or a free drink offer, and it really upsets me. ",['No Images'],i just recently moved to renton washington and have never had poor made drinks when going to other starbucks first my drink is venti iced mocha with half of one pump mocha no whip from the time i started going to this starbucks they have but once got my simple drink order right plus they charge me the whole mocha price when everywhere else charges me a latte price every time they mess up my simple drink it is me having to wait and wait with no sorry or a free drink offer and it really upsets me
Kaci,"House, NO OTHER LINE NEEDED","Reviewed Feb. 12, 2012",2.0,"I visit Starbucks drive-thru on a very regular basis and always order the same thing, a triple venti, non-fat, no-whip mocha. Most of the time I receive what I ordered. But here lately, at the store on Denton Hwy 377 in Watauga, Tx they continuously get it wrong. So be to sure, I always take a sip to be sure. But this morning was ridiculous.",['No Images'],i visit starbucks drivethru on a very regular basis and always order the same thing a triple venti nonfat nowhip mocha most of the time i receive what i ordered but here lately at the store on denton hwy in watauga tx they continuously get it wrong so be to sure i always take a sip to be sure but this morning was ridiculous
Robert,"Denver, CO","Reviewed Feb. 6, 2012",2.0,"I like your product, particularly your coffee but notice that your cups, more often than not, tend to leak at the seam when the lid is in place. I have plenty of ruined shirts and a big dry cleaning bill to prove it.",['No Images'],i like your product particularly your coffee but notice that your cups more often than not tend to leak at the seam when the lid is in place i have plenty of ruined shirts and a big dry cleaning bill to prove it
Alma,"Hamilton, ca","Reviewed Feb. 5, 2012",1.0,"Well, I went to Starbucks today at 9 am on 2/4/12. The guy took my order and he didn't give me my receipt and he threw it away without asking me if I wanted it. Are you serious? And I ordered two grande mocha. He didn't not fill it up. It was halfway filled. Are you serious? I don't remember the guy's name.",['No Images'],well i went to starbucks today at am on the guy took my order and he didnt give me my receipt and he threw it away without asking me if i wanted it are you serious and i ordered two grande mocha he didnt not fill it up it was halfway filled are you serious i dont remember the guys name
Jaxan,"Upper Lake, CA","Reviewed Feb. 4, 2012",2.0,"You need to do something to help or straighten out the Ukiah, CA store on Perkins St. We went there today, 2/3/12 at 10:00AM. The drive-up line was all the way to the street. I went inside and about a dozen people were in line, but it moved alright. I placed my order and stood with the group waiting for their drinks. My breakfast sandwich was handed to me quickly. ",['No Images'],you need to do something to help or straighten out the ukiah ca store on perkins st we went there today at am the driveup line was all the way to the street i went inside and about a dozen people were in line but it moved alright i placed my order and stood with the group waiting for their drinks my breakfast sandwich was handed to me quickly
David,"Garden Grove, CA","Reviewed Feb. 1, 2012",2.0,"In Edinger at Beach Blvd in Huntington Beach, CA, the Barrister was a total cipher. There’s no word, no nothing just a morning void. Mute, like I am at a cemetery internment. Just shoves the wrap in my face. After 5 years at this Starbucks store, I have moved on! At 82 years of age, I do not need a bunch of attitude from some squat Oriental!",['No Images'],in edinger at beach blvd in huntington beach ca the barrister was a total cipher theres no word no nothing just a morning void mute like i am at a cemetery internment just shoves the wrap in my face after years at this starbucks store i have moved on at years of age i do not need a bunch of attitude from some squat oriental
Amanda,"Stanley, NM","Reviewed Jan. 4, 2012",1.0,"I was at Smiths grocery store #424 in Edgewood, N.M. today . This is normally where I do all of my grocery shopping. I have always enjoyed my experiences there, except for this particular day. I chose to drop off a prescription at this location. Rather than leave and go home, then have to drive back in 30 minutes, we opted to wait until our RX was filled. ",['No Images'],i was at smiths grocery store in edgewood nm today this is normally where i do all of my grocery shopping i have always enjoyed my experiences there except for this particular day i chose to drop off a prescription at this location rather than leave and go home then have to drive back in minutes we opted to wait until our rx was filled
Blanca,"Bakersfield, CA","Reviewed Dec. 6, 2011",1.0,"I'm currently a college student and I make it a routine to visit Starbucks whenever I have a huge exam coming up or final exams. It's a great place to study and enjoy my favorite coffee at the same time. But the last couple of times that I've been to the Starbucks by my house, I have ran into a crowd of extremely loud folks that hang around inside and speak really loud. They even arrange the couches and the chairs in a circle so they can talk. They scream across the place and even the employees working there are really loud!",['No Images'],im currently a college student and i make it a routine to visit starbucks whenever i have a huge exam coming up or final exams its a great place to study and enjoy my favorite coffee at the same time but the last couple of times that ive been to the starbucks by my house i have ran into a crowd of extremely loud folks that hang around inside and speak really loud they even arrange the couches and the chairs in a circle so they can talk they scream across the place and even the employees working there are really loud
Bella,"Sacramento, CA","Reviewed Dec. 5, 2011",1.0,"I'm not sure if that is the correct date, but its very close. I run a salon in the same shopping center here in Natomas. Ive been going to the same Starbucks for the last 5 1/2 years or longer and Ive never been so disappointed in the customer service that I had been getting the past few months. My final straw was when I waited about three hours until I finally got my coffee. I had come in and, yes, it was very busy, but there is no excuse for this. ",['No Images'],im not sure if that is the correct date but its very close i run a salon in the same shopping center here in natomas ive been going to the same starbucks for the last years or longer and ive never been so disappointed in the customer service that i had been getting the past few months my final straw was when i waited about three hours until i finally got my coffee i had come in and yes it was very busy but there is no excuse for this
Rachell,"West Sacramento, CA","Reviewed Dec. 5, 2011",1.0,"I've been going to this location for about 5 years and I usually have a good experience here. Today was horrible. I was taken back after I witnessed the manager with a poor display of customer service. He had made the lady's drink in front of me wrong for the second time. When she asked him if the shots had made it into her drink.he snapped back at her and said, ""Yes, I made it the way I always do. Did you brush your teeth this morning?"" I was blown away by how unprofessional he was. This wasn't the first time I've seen him be rude to his customers which is why I feel I need to say something.",['No Images'],ive been going to this location for about years and i usually have a good experience here today was horrible i was taken back after i witnessed the manager with a poor display of customer service he had made the ladys drink in front of me wrong for the second time when she asked him if the shots had made it into her drinkhe snapped back at her and said yes i made it the way i always do did you brush your teeth this morning i was blown away by how unprofessional he was this wasnt the first time ive seen him be rude to his customers which is why i feel i need to say something
Kim,"Lake Forest Park, WA","Reviewed Dec. 4, 2011",1.0,"I would like to preface my complaint by saying that for the past several years, Starbucks has been part of my morning routine. Recently, my husband and I were lucky enough to take a vacation to New York. We were tourists in a very large unfamiliar city. During our walking tour, I needed to use the bathroom and to my relief I was across the street from a Starbucks. Imagine my surprise when I discovered that Starbucks did not allow public use of restrooms. You sell a diacritic for heavens sakes. ",['No Images'],i would like to preface my complaint by saying that for the past several years starbucks has been part of my morning routine recently my husband and i were lucky enough to take a vacation to new york we were tourists in a very large unfamiliar city during our walking tour i needed to use the bathroom and to my relief i was across the street from a starbucks imagine my surprise when i discovered that starbucks did not allow public use of restrooms you sell a diacritic for heavens sakes
Rania,"Leesburg, VA","Reviewed Nov. 26, 2011",1.0,"Today, Friday November 25, 2011, I went to Starbucks located at 531 East Market St. Leesburg, VA 20175. I ordered grande latte and I had to wait so long because the person who was doing the drinks did 4 drinks for 4 people who came after me and placed their order after me. I told him that I placed my order before these people and what he did wasn't right. He said to me in a very rude way, ""I'll get your drink and you'll get the ** out of here"". He added, ""Starbucks doesn't want to have customers like you"". I was totally shocked by what he said and I asked that I want to speak to the store manager. I explained to the store manager (Dennis) what happened and I asked him to give me the corporate phone number. The store manager didn't do anything about what happened in his store.",['No Images'],today friday november i went to starbucks located at east market st leesburg va i ordered grande latte and i had to wait so long because the person who was doing the drinks did drinks for people who came after me and placed their order after me i told him that i placed my order before these people and what he did wasnt right he said to me in a very rude way ill get your drink and youll get the out of here he added starbucks doesnt want to have customers like you i was totally shocked by what he said and i asked that i want to speak to the store manager i explained to the store manager dennis what happened and i asked him to give me the corporate phone number the store manager didnt do anything about what happened in his store
Judith,"Jersey City, NJ","Reviewed Nov. 22, 2011",1.0,"I really hate to complain but I felt I need to let you know that on Saturday November 19, at a Starbucks in NYC, when I gave my order 5 times to the counter clerk person, he could not get it straight. When I was given my hot caramel lattes, they didn't have any caramel in the latte, just milk and coffee without any flavor. This is the first time I had ever had any difficulty ordering my lattes and my marble cake. If given this place a rating of stars, it would get the lowest being 1/2 star.",['No Images'],i really hate to complain but i felt i need to let you know that on saturday november at a starbucks in nyc when i gave my order times to the counter clerk person he could not get it straight when i was given my hot caramel lattes they didnt have any caramel in the latte just milk and coffee without any flavor this is the first time i had ever had any difficulty ordering my lattes and my marble cake if given this place a rating of stars it would get the lowest being star
Natasa,"Abbotsford, BC","Reviewed Nov. 19, 2011",2.0,"Earlier today (November 18th/11), I went to the Starbucks WestOaks Mall location in Abbotsford, BC. I ordered a Grande Gingerbread Eggnog Latte reduced fat and the total had come to $6.10. When a week earlier, I went to the Starbucks down the road on South Fraser Way Abbotsford, BC, and the total was approximately $5.00 (I don't remember the exact total) but it was not $6.10. I'm just wondering why at the WestOaks location it cost more.",['No Images'],earlier today november th i went to the starbucks westoaks mall location in abbotsford bc i ordered a grande gingerbread eggnog latte reduced fat and the total had come to when a week earlier i went to the starbucks down the road on south fraser way abbotsford bc and the total was approximately i dont remember the exact total but it was not im just wondering why at the westoaks location it cost more
Rae,"Barataria, LA","Reviewed Nov. 10, 2011",2.0,"I visit Starbucks at least three times a week at the Marrero, Louisiana location.  I was there this morning at 6:15 and the woman at the window just had her hand stuck out of the window and her head turned the other way.  I handed her my money and I had her tip ready to give to her but when she handed me my coffee, she did the same thing.  She never looked at me the entire time.  She is at the window a lot and she is never friendly.  You can tell that she obviously hates her job and should never be at the window.  She is the only one that is like that at this location and I am getting tired of it.",['No Images'],i visit starbucks at least three times a week at the marrero louisiana location i was there this morning at and the woman at the window just had her hand stuck out of the window and her head turned the other way i handed her my money and i had her tip ready to give to her but when she handed me my coffee she did the same thing she never looked at me the entire time she is at the window a lot and she is never friendly you can tell that she obviously hates her job and should never be at the window she is the only one that is like that at this location and i am getting tired of it
